1.000000	1.000000	0.200000	1.000000	0.586712	0.004515
1.000000	1.000000	0.400000	1.000000	1.172083	0.009383
1.000000	1.000000	0.600000	1.000000	1.750772	0.013775
1.000000	1.000000	0.800000	1.000000	2.330927	0.018151
1.000000	1.000000	1.000000	1.000000	2.889879	0.022296
1.000000	1.000000	1.200000	1.000000	3.476191	0.026873
1.000000	1.000000	1.400000	1.000000	4.040306	0.031624
1.000000	1.000000	1.600000	1.000000	4.664544	0.036950
1.000000	1.000000	1.800000	1.000000	5.216333	0.040331
1.000000	1.000000	2.000000	1.000000	5.820046	0.045102
